code,product_name,countries_en,brands,abbreviated_product_name,generic_name,quantity,ecoscore_score,ecoscore_grade,nutrient_levels_tags,main_category_en,nutriscore_score,nutriscore_grade,nova_group,food_groups_en
3608580831945,Pierrot gourmand,France,Pierrot Gourmand,,,,,unknown,,,,unknown,,
3608580832645,Délice en morceaux Abricot,France,Andros,,,2 x 100 g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Compotes,-1.0,a,,"Fruits and vegetables,Fruits"
3608580832652,Délice en morceaux rhubarbe,France,Andros,,,,,unknown,,,,unknown,,
3608580832669,Desserts cerise,France,Andros,,,2 x 100 g,,unknown,,,,unknown,4.0,
3608580832676,Delice en morceaux fraise,France,Andros,,,400 g,,unknown,,,,unknown,,
3608580832683,Poire Williams morceaux croquants,France,Andros,,,,,unknown,,,,unknown,,
3608580832706,Andros delice en morceau peche,France,Andros,,,4 x 100 g,,unknown,,,,unknown,4.0,
3608580832713,Morceaux croquants ananas,France,Andros,,,,,unknown,,,,unknown,4.0,
3608580836605,yaourt à la confiture de fraise,France,Bonne Maman,,,6 x 125 g,63.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry yogurts,4.0,c,4.0,"Milk and dairy products,Milk and yogurt"
3608580836940,Strawbery Mousse,France,Bonne Maman,,,,,unknown,,,,unknown,,
3608580837329,Andros Thé Citron & Menthe,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,9.0,d,4.0,"Beverages,Sweetened beverages"
3608580837336,Thé infusé - Framboise & Touche de Citron,France,Andros,,"Boisson au thé infusé de Ceylan, au jus de framboises et au jus de citron",1 l,79.0,b,,Sweetened beverages,11.0,e,3.0,"Beverages,Sweetened beverages"
3608580837343,Thé infusé Mangue & Passion,France,Andros,,"Boisson au thé infusé de Ceylan, aux fruits exotiques (mangues et jus de fruits de la passion) et au jus de citrons",1 l,48.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,10.0,e,3.0,"Beverages,Sweetened beverages"
3608580837350,The infusion,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,9.0,d,3.0,"Beverages,Sweetened beverages"
3608580837367,100% Pur Jus Orange Et Citron,France,Andros,,,,4.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Squeezed multifruit juices,4.0,c,,"Beverages,Fruit juices"
3608580837510,Agrumade,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Unsweetened beverages,11.0,e,,
3608580839125,Compote pomme abricot sans sucres ajoutés,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Apricot Apple compotes,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580839156,Compote sans sucre ajouté,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity",fr:Compotes pommes pruneau,,unknown,,"Fruits and vegetables,Fruits"
3608580839446,Poire williams morceaux,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Pear compotes,-6.0,a,4.0,"Fruits and vegetables,Fruits"
3608580839453,Cerises morceaux,France,Andros,,,388 g,,unknown,,,,unknown,,
3608580839460,Ananas morceau,France,Andros,,,,,unknown,,,,unknown,4.0,
3608580839514,veloute abricot,France,Andros,,,97g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricot compotes,4.0,c,,"Fruits and vegetables,Fruits"
3608580841449,Liégeois Pomme Framboise sur coulis de cassis,France,Andros,,,,57.0,c,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Liégeois,1.0,b,4.0,"Fruits and vegetables,Fruits"
3608580841456,Desserts Liégeois pomme abricot,France,Andros,,,,76.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Compotes,5.0,c,4.0,"Fruits and vegetables,Fruits"
3608580841685,Pomme litchi sans sucres ajoutés,France,Andros,,,400 g,,unknown,,,,unknown,,
3608580841692,Pomme cerise,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:Compotes pommes cerise,-3.0,a,1.0,"Fruits and vegetables,Fruits"
3608580841708,Compote pomme framboise,France,Andros,,,400 g (4x100g),76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Raspberry applesauces,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580842033,Compote pomme banane,France,Le Berger Des Fruits,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Banana Apple compotes,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580843580,Dessert De Fruit Délice Fraise Andros,France,Andros,,,140 g,,unknown,,,,unknown,,
3608580843597,Ananas morceaux,France,Andros,,,,,unknown,,,,unknown,4.0,
3608580844129,Boisson fraise framboise,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,9.0,d,3.0,"Beverages,Sweetened beverages"
3608580844136,Oranges pressées 100% pur jus,"France,Guadeloupe,Switzerland",Andros,,100% Pur Jus d'Oranges,"1,5 L",47.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Squeezed orange juices,3.0,c,1.0,"Beverages,Unsweetened beverages"
3608580844471,Boisson aux fruits mojito,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,12.0,e,4.0,"Beverages,Sweetened beverages"
3608580844488,Boisson aux fruits Agrumade,France,ANDROS,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Beverages,11.0,e,1.0,"Beverages,Unsweetened beverages"
3608580844495,Boisson aux fruit fraise framboise,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Beverages,9.0,d,1.0,"Beverages,Unsweetened beverages"
3608580844501,Citronnade,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:Citronnades,9.0,d,,
3608580844525,The infuse citron et menthe,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,9.0,d,4.0,"Beverages,Sweetened beverages"
3608580844532,Thé infusé framboise & touche de citron,France,Andros,,,,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Unsweetened beverages,11.0,e,1.0,"Beverages,Unsweetened beverages"
3608580844549,Citronnade au yuzu,France,Andros,,,1 L,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:Citronnades,9.0,d,4.0,"Beverages,Sweetened beverages"
3608580845270,Compote pomme mirabelle,France,Andros,,,,,unknown,,,,unknown,,
3608580845683,Pamplemoussade rose,France,Andros,,,,,unknown,,,,unknown,,
3608580845898,Jus d’Ananas pasteurisé,"France,Switzerland",Andros,,,1 l,-10.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Squeezed pineapple juices,13.0,e,4.0,"Beverages,Unsweetened beverages"
3608580847830,Pommes à la Vanille en Compote,France,Bonne Maman,,,115 g e,79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:Compotes pommes vanille,-3.0,a,3.0,"Fruits and vegetables,Fruits"
3608580847847,Peches et abricots en compotee,France,Bonne Maman,,,115 g,,unknown,,,,unknown,,
3608580847854,Fraises et Framboises en compotée,France,Bonne Maman,,,,,unknown,,,,unknown,,
3608580851578,Délice en Morceaux de Pêche,France,ANDROS,,,,,unknown,,,,unknown,4.0,
3608580851677,"Agrumande, Zitrusfrüchte","France,Switzerland",andros,,,33 ml,,unknown,,,,unknown,,
3608580851684,Jus pamplemousse rose,"France,Switzerland",Andros,,,330 ml,4.0,e,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Pink grapefruit juices,1.0,b,,"Beverages,Fruit juices"
3608580851691,The glacé citron menthe,"France,Switzerland",Andros,,,330 ml,,unknown,,,,unknown,4.0,
3608580852841,P'tits coeurs,France,Pierrot,,,,,unknown,,,,unknown,4.0,
3608580852858,Classico,France,Pierrot Gourmand,,,,,unknown,,,,unknown,,
3608580852865,Douceur,France,,,,,,unknown,,,,unknown,,
3608580852872,Tetedemooort,France,Pierrot Gourmand,,,,,unknown,,,,unknown,,
3608580852889,Minimx,France,,,,,,unknown,,,,unknown,,
3608580852896,Monstres acidd,France,,,,,,unknown,,,,unknown,,
3608580854906,Flan caramel,France,Bonne Maman,,Flan nappé de caramel,,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Flans,11.0,d,,"Milk and dairy products,Dairy desserts"
3608580855965,Compote pomme abricot,France,Andros,,,,,unknown,,,,unknown,,
3608580855972,Compote Pomme Poire,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Pear applesauces,1.0,b,3.0,"Fruits and vegetables,Fruits"
3608580855989,Dessert fruitier pomme fraise,France,Andros,,,,,unknown,,,,unknown,,
3608580856344,The glacé Eistee mangue & passion,"France,Switzerland",Andros,,,330 ml,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Sweetened beverages,10.0,e,3.0,"Beverages,Sweetened beverages"
3608580856375,Cranberry,Switzerland,Andros,,,,,unknown,,,,unknown,,
3608580856382,Citronade à la menthe,"France,Switzerland",Andros,,,1 L e,,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:Citronnades,9.0,d,4.0,"Beverages,Sweetened beverages"
3608580856399,Hazelnut spread,France,Bonne Maman,,,220 g,30.0,d,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity",Hazelnut spreads,,unknown,,"Sugary snacks,Sweets"
3608580856405,Jahodový extra džem,Czech Republic,Bonne Maman,,,444  g,60.0,b,,Strawberry jams,,unknown,,"Sugary snacks,Sweets"
3608580856429,Erdbeere Intense,Germany,Bonne Maman,,,235 g,71.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,7.0,c,4.0,"Sugary snacks,Sweets"
3608580856436,Aprikose Intense,Germany,Bonne Maman,,,,70.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricot jams,8.0,c,,"Sugary snacks,Sweets"
3608580856443,Bonne Maman Himbeere intense,"Germany,United States",Bonne Maman,,,235g,,unknown,,,,unknown,,
3608580856450,Heidebeere Intense,Germany,Bonne Maman,,,235 g,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Bilberries jams,8.0,c,4.0,"Sugary snacks,Sweets"
3608580856634,Me up,France,Andros,,,,,unknown,,,,unknown,,
3608580856689,Wild Blueberry Preserve,France,Bonne Maman,,,,,unknown,,,,unknown,,
3608580856740,la bonne maman,Morocco,,,,225g,60.0,b,,Strawberry jams,,unknown,,"Sugary snacks,Sweets"
3608580856757,Confiture d'abricots,France,Andros,,,,70.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Apricot jams,1.0,b,,"Sugary snacks,Sweets"
3608580856825,Confiture,France,Bonne Maman,,,,,unknown,,,,unknown,,
3608580857310,Andros mangue morceaux,France,Andros,,,388,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes,-5.0,a,4.0,"Fruits and vegetables,Fruits"
3608580858829,Caramel salé,France,Bonne Maman,,,,,unknown,,,,unknown,,
3608580859055,Compote pomme banane,France,Andros,,,,,unknown,,,,unknown,,
3608580859062,Fruit me up,France,Andros,,,,,unknown,,,,unknown,,
3608580859093,,Israel,Andros,,,4 x 90 g,,unknown,,,,unknown,,
3608580859116,Compote Pomme Framboise,France,Andros,,,600 g (6 * 100 g),79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Raspberry applesauces,-5.0,a,3.0,"Fruits and vegetables,Fruits"
3608580861263,Confiture rhubarbe,Belgium,Bonne Maman,,,450 g,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Rhubarb jams,10.0,c,,"Sugary snacks,Sweets"
3608580861270,Confiture fraise framboise,Belgium,Bonne Maman,,,450 g,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Mixed berry jams,9.0,c,4.0,"Sugary snacks,Sweets"
3608580861300,Gelée groseilles,Belgium,Bonne Maman,,,450 g,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Redcurrants jellies,11.0,d,4.0,"Sugary snacks,Sweets"
3608580861584,Aardbeien,Netherlands,Bonne Maman,,,335g,73.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,7.0,c,4.0,"Sugary snacks,Sweets"
3608580861591,Abrikozen Fruitspread,"Belgium,Netherlands",Bonne Maman,,,335 g,81.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricot jams,7.0,c,4.0,"Sugary snacks,Sweets"
3608580861607,Frambozen,"Belgium,Germany",Bonne Maman,,,335g,50.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Raspberry jams,5.0,c,4.0,"Sugary snacks,Sweets"
3608580861614,,"Germany,Ireland",Bonne Mamam,,,335g,,unknown,,,,unknown,,
3608580861621,Bonne maman rode vruchten,Belgium,,,,,,unknown,,,,unknown,,
3608580861638,Confiture Bonne Maman Cerises,Belgium,Bonne Maman,,,335 gram,25.0,d,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Cherry jams,7.0,c,4.0,"Sugary snacks,Sweets"
3608580861980,Dulce de leche,Netherlands,Bonne maman,,,,68.0,b,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Milk jams,17.0,d,,"Sugary snacks,Sweets"
3608580861997,Lemon Curd,"France,Germany",Bonne Maman,,,360 g e,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Lemon curds,22.0,e,,"Sugary snacks,Sweets"
3608580862024,Mirabelle lorraine,Netherlands,Bonne Maman,,,,70.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Mirabelle plum jams,10.0,c,,"Sugary snacks,Sweets"
3608580862031,Framboise Willamette,France,,,,,,unknown,,,,unknown,,
3608580862390,100% pur jus Oranges Pressées,France,Andros,,,"1,15 L",48.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Squeezed orange juices,5.0,c,1.0,"Beverages,Unsweetened beverages"
3608580862536,Pommes façon taton,France,Andros,,,1 kg,,unknown,,,,unknown,,
3608580863755,Salted Caramel Spread,France,Bonne Maman,,,220 g e,,unknown,"en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Caramel spreads,18.0,d,4.0,"Sugary snacks,Sweets"
3608580867425,Dessert de pommes et de poires,France,Andros,,,1 kg,81.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apple compotes,-2.0,a,3.0,"Fruits and vegetables,Fruits"
3608580867456,Confiture de fraises allégée,France,Andros,,,410 g,65.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,7.0,c,4.0,"Sugary snacks,Sweets"
3608580867463,Confiture allégée Abricots,France,Andros,,,410 g,70.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricot jams,7.0,c,4.0,"Sugary snacks,Sweets"
3608580867470,Confiture allégée,France,Andros,,,410 g,50.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Raspberry jams,4.0,c,4.0,"Sugary snacks,Sweets"
3608580867487,Marmelade allégée Oranges,France,Andros,,Marmelade d'orange allégée en sucres,410 g,77.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Orange jams,9.0,c,4.0,"Sugary snacks,Sweets"
3608580867494,confiture fraises & fraises des bois,France,Bonne Maman,,,,63.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,11.0,d,4.0,"Sugary snacks,Sweets"
3608580867500,Confiture Reines Claudes,France,Bonne Maman,,,450 g,83.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Greengage plum jams,11.0,d,4.0,"Sugary snacks,Sweets"
3608580867517,Gelée de Cassis,France,Bonne Maman,,,450g,72.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Blackcurrants jellies,11.0,d,4.0,"Sugary snacks,Sweets"
3608580867524,Gelee  coings,France,Bonne Maman,,,450g,72.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Quince jellies,10.0,c,4.0,"Sugary snacks,Sweets"
3608580867807,Nectar d'abricot,France,Andros,,,,55.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Apricot nectars,16.0,e,,"Beverages,Fruit nectars"
3608580867906,Confettura extra di fichi neri,Italy,,,,,60.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",it:confettura-extra-di-fichi,12.0,d,,"Sugary snacks,Sweets"
3608580867913,Confettura Mirtilli selvatici,Italy,,,,,,unknown,,,,unknown,,
3608580867968,Compote de pomme,"France,Switzerland",Andros,,,90 g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Apple compotes,-4.0,a,1.0,"Fruits and vegetables,Fruits"
3608580867975,Compote à boire,Switzerland,Andros,,,90 g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes to drink,-3.0,a,1.0,"Fruits and vegetables,Fruits"
3608580867982,Compote Fruit me up,France,Andros,,,,,unknown,,,,unknown,,
3608580867999,Gourde Pomme Mangue,France,Andros,,,,79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes,-4.0,a,3.0,"Fruits and vegetables,Fruits"
3608580868002,Fruit me up,"France,Switzerland",ANDROS,,,360 Gramm ,,unknown,,,,unknown,,
3608580868026,Andros,France,Andros,,,,,unknown,,pl:food,,unknown,,
3608580868033,Fruit Me Up,Switzerland,Andros,,,,,unknown,,,,unknown,,
3608580868040,Purée de fruit,Switzerland,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes,-3.0,a,,"Fruits and vegetables,Fruits"
3608580868064,Andros fruit me up!,Switzerland,Andros,,,18 x 90g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes,-3.0,a,1.0,"Fruits and vegetables,Fruits"
3608580869191,Dessert fruitier pomme ananas coco,France,Andros,,,400 g,,unknown,,,,unknown,,
3608580870159,Andros pomme framboise,France,Andros,,,,,unknown,,,,unknown,,
3608580872405,Andros gourdes pomme nature,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes,-3.0,a,,"Fruits and vegetables,Fruits"
3608580872672,Andros compote,France,Andros,,,8 x 100 g,,unknown,,,,unknown,,
3608580873211,Delice de morceaux peche,France,Andros,,,400 g,,unknown,,,,unknown,4.0,
3608580873228,Delice en morceau d’abricot,France,Andros,,,,,unknown,,,,unknown,4.0,
3608580873235,Delice en morceaux,France,Andros,,,,,unknown,,,,unknown,4.0,
3608580873242,Delices en morceaux Poire Williams,France,Andros,,,,,unknown,,,,unknown,,
3608580873259,Delice en morceaux,France,Andros,,,,,unknown,,,,unknown,4.0,
3608580873280,Delice en morceaux Rhubarbe,France,Andros,,,,,unknown,,,,unknown,,
3608580875390,Dessert fruitier pomme abricot sans sucres ajoutés,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Apricot Apple compotes,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580875406,Pomme Mangue,France,Andros,,,400 g (4 * 100 g),79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Mango applesauces,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580875420,Dessert frutier Pomme Banane,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Banana Apple compotes,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580875437,Conpote pomme fraise,France,Andros,,,400 g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Strawberry applesauces,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580875451,Pomme rhubarbe,France,Andros,,Spécialité de pommes et de rhubarbe sans sucres ajoutés,400 g,79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Rhubarb applesauces,-5.0,a,1.0,"Fruits and vegetables,Fruits"
3608580875574,Poire Williams morceaux,France,Andros,,,388 g,,unknown,,,,unknown,4.0,
3608580875581,Cerises morceaux,France,Andros,,,388 g,,unknown,,,,unknown,,
3608580875604,Ananas morceaux,France,Andros,,,388 g,,unknown,,,,unknown,4.0,
3608580876946,Confitures Fraises et Framboises,France,Bonne Maman,,,,63.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Strawberry jams,9.0,c,,"Sugary snacks,Sweets"
3608580877110,Compote Gourde,France,Andros,,,,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity",Compotes,-4.0,a,,"Fruits and vegetables,Fruits"
3608580877448,Les bonbons moches,France,,,,,42.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Candies,14.0,d,,"Sugary snacks,Sweets"
3608580877479,Jus orange sans pulpe,France,Andros,,,,43.0,c,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Orange juices without pulp,5.0,c,1.0,"Beverages,Fruit juices"
3608580878858,Pomme Nature & touche de Miel,France,Andros,,,4x100g,,unknown,,,,unknown,,
3608580878865,Dessert fruitier pomme citron miel,France,Andros,,,,,unknown,,,,unknown,,
3608580878872,Dessert fruitier pomme framboise et touche de miel,France,Andros,,,400 g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Raspberry applesauces,-4.0,a,,"Fruits and vegetables,Fruits"
3608580878889,Dessert fruitier pomme abricot touche de miel,France,andros,,,4 fois 100g,,unknown,,,,unknown,,
3608580879,Onctueux intensément fraise,France,Andros,,,,,unknown,,,,unknown,,
3608580879060,Rhubarb compote,France,Bonne mamon,,,,,unknown,,,,unknown,,
36085808791,Onctueux intensément fraise,France,Andros,,,,,unknown,,,,unknown,,
3608580879138,L'Onctueux intensément fraise,France,Andros,,,388 g (4 pots de 97 g),,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:dessert-compote,-3.0,a,4.0,
3608580879152,L'onctueux intensement abricot,France,Andros,,,97 g,81.0,a,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity",Compotes,2.0,b,4.0,"Fruits and vegetables,Fruits"
3608580879190,L'onctueux intensément châtaigne,France,Andros,,,388 g e (2 * (2 * 97 g)),,unknown,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",fr:desserts-fruitiers,3.0,c,4.0,
3608580879206,L'Onctueux intensément poire,France,Andros,,,388 g (4 x 97 g),79.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Pear applesauces,-4.0,a,4.0,"Fruits and vegetables,Fruits"
3608580879213,L’Onctueux intensément framboise,France,Andros,,,4×97g,76.0,b,"en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity",Raspberry applesauces,-4.0,a,4.0,"Fruits and vegetables,Fruits"
